epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
23,0.2661617696285248,0.0001232985086971894,2.3487050533294678,0.3310203552246094,2.149869680404663
24,0.27159619331359863,0.00011156510299770162,2.3238413333892822,0.3203873932361603,2.1471121311187744
25,0.2811751067638397,0.00010094828030560166,2.26949143409729,0.3498568832874298,2.0559935569763184
26,0.2889314293861389,9.134178253589198e-05,2.2504873275756836,0.37015774846076965,2.014233350753784
27,0.29395806789398193,8.264946518465877e-05,2.2283616065979004,0.3398728668689728,2.032771348953247
28,0.30087384581565857,7.478432962670922e-05,2.2035281658172607,0.3543996214866638,2.033292770385742
29,0.3072569966316223,6.76676572766155e-05,2.1796927452087402,0.37699681520462036,1.972581386566162
30,0.31391894817352295,6.122823106124997e-05,2.150402307510376,0.3739183843135834,1.9567736387252808
31,0.3161908984184265,5.540159691008739e-05,2.133059024810791,0.39075812697410583,1.8993393182754517
32,0.322936087846756,5.012943802285008e-05,2.110898017883301,0.3890608251094818,1.899865984916687
33,0.3324816823005676,4.535899279289879e-05,2.0858185291290283,0.3961162269115448,1.8650422096252441
34,0.3340837359428406,4.1042512748390436e-05,2.063363790512085,0.41050985455513,1.860659122467041
35,0.33963465690612793,3.7136800528969616e-05,2.0501954555511475,0.40057575702667236,1.8542537689208984
36,0.34335052967071533,3.360276605235413e-05,2.0241410732269287,0.4111255407333374,1.8134099245071411
37,0.3463132381439209,3.0405040888581425e-05,2.005361795425415,0.41591787338256836,1.7952641248703003
38,0.35105693340301514,2.751161991909612e-05,1.995598316192627,0.4104599356651306,1.8085941076278687
39,0.3519681990146637,2.4893543013604358e-05,1.9846688508987427,0.42922988533973694,1.7920377254486084
40,0.3567410111427307,2.2524609448737465e-05,1.9668691158294678,0.42901358008384705,1.7759554386138916
41,0.36418941617012024,2.0381110516609624e-05,1.9462286233901978,0.42974573373794556,1.7679669857025146
42,0.3677763044834137,1.8441591237206012e-05,1.9389022588729858,0.42661741375923157,1.7627700567245483
43,0.3629285991191864,1.668664117460139e-05,1.935519814491272,0.43561968207359314,1.7599531412124634
44,0.37162116169929504,1.5098697076609824e-05,1.9208616018295288,0.4307774305343628,1.7456517219543457
45,0.37097620964050293,1.366186643281253e-05,1.908217430114746,0.44056177139282227,1.726692795753479
46,0.37586551904678345,1.2361768312985078e-05,1.8946774005889893,0.44066160917282104,1.7300124168395996
47,0.3786243200302124,1.11853905764292e-05,1.8789132833480835,0.44458866119384766,1.7206990718841553
48,0.3769640624523163,1.0120959814230446e-05,1.8864253759384155,0.4482661187648773,1.7144540548324585
49,0.3795689046382904,9.15782311494695e-06,1.8757275342941284,0.45027956366539,1.7134302854537964
50,0.3813457190990448,8.286340744234622e-06,1.865697979927063,0.44177648425102234,1.7058589458465576
51,0.3858022689819336,7.497791102650808e-06,1.849731683731079,0.44577011466026306,1.7022490501403809
52,0.3834512233734131,6.784282049920876e-06,1.8569005727767944,0.43994608521461487,1.7008906602859497
53,0.3871587812900543,6.138672233646503e-06,1.8460098505020142,0.44653555750846863,1.6973415613174438
54,0.3881283402442932,5.554500603466295e-06,1.8341832160949707,0.4504792392253876,1.6934311389923096
55,0.387304425239563,5.025920017942553e-06,1.8372591733932495,0.44324082136154175,1.6926331520080566
56,0.39326730370521545,4.5476404011424165e-06,1.826514720916748,0.44716787338256836,1.6951220035552979
57,0.39356690645217896,4.114875082450453e-06,1.8185999393463135,0.44861555099487305,1.6911672353744507
58,0.39169856905937195,3.7232930480968207e-06,1.8234163522720337,0.4479832351207733,1.6903804540634155
59,0.38958054780960083,3.3689748306642286e-06,1.8252829313278198,0.45019635558128357,1.688179612159729
60,0.39097869396209717,3.04837453768414e-06,1.818085789680481,0.4507288336753845,1.6845825910568237
61,0.39232274889945984,2.7582834718486993e-06,1.8060235977172852,0.45455604791641235,1.6831674575805664
62,0.39359188079833984,2.495798071322497e-06,1.8105217218399048,0.44833266735076904,1.6853389739990234
63,0.39696237444877625,2.2582914880331373e-06,1.8121554851531982,0.45174387097358704,1.684057593345642
64,0.3965504467487335,2.0433867575775366e-06,1.809601902961731,0.4554213285446167,1.6822541952133179
65,0.3957473337650299,1.8489328112991643e-06,1.799231767654419,0.4552382826805115,1.679277777671814
66,0.397936075925827,1.6729835579099017e-06,1.807355523109436,0.45555445551872253,1.6792486906051636
67,0.3984978497028351,1.5137781019802787e-06,1.7963637113571167,0.4568690061569214,1.677832007408142
68,0.3999001383781433,1.369723122479627e-06,1.7924882173538208,0.4584498107433319,1.6795694828033447
69,0.395813912153244,1.239376729245123e-06,1.7964195013046265,0.4564363658428192,1.6769806146621704
70,0.3951980769634247,1.1214344795007491e-06,1.793292760848999,0.4588990807533264,1.67782723903656
71,0.3984520733356476,1.0147158491236041e-06,1.7928848266601562,0.4603634178638458,1.6756665706634521
72,0.40133988857269287,9.181528639601311e-07,1.7888880968093872,0.4596146047115326,1.6772305965423584
73,0.39567244052886963,8.307790722028585e-07,1.7966907024383545,0.4598974883556366,1.6772677898406982
74,0.3969998359680176,7.517199946960318e-07,1.7929636240005493,0.4592818021774292,1.676084041595459
75,0.3972494900226593,6.801843710491084e-07,1.7865936756134033,0.45853301882743835,1.6763402223587036
76,0.39827314019203186,6.154562584015366e-07,1.787735104560852,0.4598309397697449,1.675536036491394
77,0.3982231914997101,5.568878691519785e-07,1.7853095531463623,0.4584331810474396,1.676673412322998
78,0.4013315439224243,5.038929771217227e-07,1.7891796827316284,0.45986422896385193,1.6766871213912964
79,0.4012857973575592,4.5594123321279767e-07,1.7809391021728516,0.45959797501564026,1.6770412921905518
80,0.3981732726097107,4.1255268001805234e-07,1.7925018072128296,0.4588824510574341,1.6761575937271118
81,0.3986351490020752,3.732931190825184e-07,1.7921990156173706,0.46066293120384216,1.6769846677780151
