epoch,accuracy,categorical_crossentropy,f1_score,learning_rate,loss,precision,recall,val_accuracy,val_categorical_crossentropy,val_f1_score,val_loss,val_precision,val_recall
23,0.9994632005691528,1.1396421194076538,0.9517820477485657,0.00020000000949949026,1.139642357826233,0.9080253839492798,0.999969482421875,0.9932658076286316,1.1562288999557495,0.971129834651947,1.1562464237213135,0.9463934302330017,0.9971941113471985
24,0.9996278882026672,1.1393014192581177,0.9540169835090637,0.00020000000949949026,1.1393015384674072,0.912102460861206,0.999969482421875,0.9932658076286316,1.1558531522750854,0.9711698889732361,1.1558704376220703,0.946293830871582,0.9973893165588379
25,0.999548614025116,1.1394070386886597,0.9518036246299744,0.00020000000949949026,1.1394069194793701,0.908074676990509,0.9999573230743408,0.9931926131248474,1.1560988426208496,0.9716526865959167,1.1561161279678345,0.9472769498825073,0.9973160624504089
26,0.9998109340667725,1.1386877298355103,0.9588276147842407,4.0000002627493814e-05,1.138687252998352,0.9209219217300415,0.999987781047821,0.9937294125556946,1.1544352769851685,0.9759718775749207,1.1544512510299683,0.9553654789924622,0.9974868893623352
27,0.9998109340667725,1.1385250091552734,0.9613916873931885,4.0000002627493814e-05,1.1385247707366943,0.9256643056869507,0.999987781047821,0.9936805963516235,1.1545692682266235,0.9770743250846863,1.1545851230621338,0.957705557346344,0.9972428679466248
28,0.9998658299446106,1.138439655303955,0.9626901149749756,4.0000002627493814e-05,1.1384397745132446,0.928074836730957,0.999987781047821,0.9936562180519104,1.154524564743042,0.977192759513855,1.1545405387878418,0.9578656554222107,0.9973160624504089
29,0.9998475313186646,1.138374924659729,0.9639751315116882,4.0000002627493814e-05,1.1383750438690186,0.9304662942886353,0.999987781047821,0.9937537908554077,1.154416799545288,0.9782196879386902,1.1544324159622192,0.9599314332008362,0.9972184896469116
30,0.9998413920402527,1.1383397579193115,0.9654397964477539,8.000000889296643e-06,1.1383399963378906,0.9331993460655212,0.999987781047821,0.9937537908554077,1.15430748462677,0.9787487983703613,1.1543233394622803,0.9608603715896606,0.9973160624504089
31,0.9998353123664856,1.1382906436920166,0.9659688472747803,8.000000889296643e-06,1.1382906436920166,0.9341884851455688,0.999987781047821,0.9936562180519104,1.1543993949890137,0.9787824749946594,1.154415249824524,0.9609931707382202,0.9972428679466248
32,0.9998719096183777,1.1382579803466797,0.9667349457740784,8.000000889296643e-06,1.1382580995559692,0.9356226921081543,0.999987781047821,0.9937537908554077,1.1543641090393066,0.9788767099380493,1.154379963874817,0.9611522555351257,0.9972673058509827
33,0.9998353123664856,1.1382699012756348,0.9664072394371033,8.000000889296643e-06,1.1382700204849243,0.9350090026855469,0.999987781047821,0.9938269853591919,1.1545277833938599,0.979075014591217,1.1545437574386597,0.9615800976753235,0.9972184896469116
34,0.9998596906661987,1.1382243633270264,0.9663930535316467,1.6000001323845936e-06,1.138224482536316,0.9349823594093323,0.999987781047821,0.9937782287597656,1.1544849872589111,0.9791346192359924,1.154500961303711,0.9616497755050659,0.9972673058509827
35,0.9998719096183777,1.1382038593292236,0.9669716358184814,1.6000001323845936e-06,1.1382039785385132,0.9360660910606384,0.999987781047821,0.9937537908554077,1.1545014381408691,0.9791922569274902,1.154517412185669,0.9618063569068909,0.9972184896469116
